GPSWeek [weeks],GPSSecondsOfWeek [s],Carrier-to-noise density ratio (cno) [dbHz],"NLOS (0 == no, 1 == yes, # == No Information)"
1900,126877.29999996793,39,1
1900,126877.29999996793,40,0
1900,126877.49999996793,52,0
1900,126877.49999996793,43,0
1900,126877.49999996793,45,0
1900,126877.49999996793,40,1
1900,126877.49999996793,40,1
1900,126877.49999996793,46,0
1900,126877.49999996793,27,1
1900,126877.49999996793,35,1
1900,126877.49999996793,31,1
1900,126877.49999996793,34,0
1900,126877.49999996793,36,0
1900,126877.49999996793,39,1
1900,126877.49999996793,39,1
1900,126877.49999996793,48,0
1900,126877.49999996793,37,1
1900,126877.49999996793,40,0
1900,126877.69999996793,52,0
1900,126877.69999996793,41,0
1900,126877.69999996793,46,0
1900,126877.69999996793,38,1
1900,126877.69999996793,41,1
1900,126877.69999996793,33,1
1900,126877.69999996793,46,0
1900,126877.69999996793,27,1
1900,126877.69999996793,36,1
1900,126877.69999996793,31,1
1900,126877.69999996793,31,1
1900,126877.69999996793,38,0
1900,126877.69999996793,38,0
1900,126877.69999996793,38,1
1900,126877.69999996793,30,1
1900,126877.69999996793,48,0
1900,126877.69999996793,37,1
1900,126877.69999996793,40,0
1900,126877.89999996792,51,0
1900,126877.89999996792,39,0
1900,126877.89999996792,44,0
1900,126877.89999996792,40,1
1900,126877.89999996792,44,1
1900,126877.89999996792,47,0
1900,126877.89999996792,32,1
1900,126877.89999996792,30,1
1900,126877.89999996792,35,1
1900,126877.89999996792,30,1
1900,126877.89999996792,40,0
1900,126877.89999996792,33,0
1900,126877.89999996792,41,1
1900,126877.89999996792,35,1
1900,126877.89999996792,49,0
1900,126877.89999996792,39,1
1900,126877.89999996792,41,0
1900,126878.09999996792,52,0
1900,126878.09999996792,40,0
1900,126878.09999996792,45,0
1900,126878.09999996792,39,1
1900,126878.09999996792,40,1
1900,126878.09999996792,33,1
1900,126878.09999996792,48,0
1900,126878.09999996792,28,1
1900,126878.09999996792,29,1
1900,126878.09999996792,34,1
1900,126878.09999996792,41,0
1900,126878.09999996792,38,0
1900,126878.09999996792,37,1
1900,126878.09999996792,35,1
1900,126878.09999996792,48,0
1900,126878.09999996792,39,1
1900,126878.09999996792,40,0
1900,126878.29999996792,52,0
1900,126878.29999996792,40,0
1900,126878.29999996792,43,0
1900,126878.29999996792,34,1
1900,126878.29999996792,42,1
1900,126878.29999996792,28,1
1900,126878.29999996792,46,0
1900,126878.29999996792,28,1
1900,126878.29999996792,34,1
1900,126878.29999996792,39,0
1900,126878.29999996792,36,0
1900,126878.29999996792,35,1
1900,126878.29999996792,36,1
1900,126878.29999996792,50,0
1900,126878.29999996792,38,1
1900,126878.29999996792,39,0
1900,126878.49999996791,51,0
1900,126878.49999996791,41,0
1900,126878.49999996791,44,0
1900,126878.49999996791,37,1
1900,126878.49999996791,45,0
1900,126878.49999996791,27,1
1900,126878.49999996791,34,1
1900,126878.49999996791,45,0
1900,126878.49999996791,37,0
1900,126878.49999996791,34,1
1900,126878.49999996791,38,1
1900,126878.49999996791,47,0
1900,126878.49999996791,41,0
1900,126878.69999996791,52,0
1900,126878.69999996791,39,0
1900,126878.69999996791,43,0
1900,126878.69999996791,38,1
1900,126878.69999996791,49,1
1900,126878.69999996791,44,0
1900,126878.69999996791,27,1
1900,126878.69999996791,34,1
1900,126878.69999996791,25,1
1900,126878.69999996791,44,0
1900,126878.69999996791,37,0
1900,126878.69999996791,31,1
1900,126878.69999996791,33,1
1900,126878.69999996791,48,0
1900,126878.69999996791,38,0
1900,126878.69999996791,45,0
1900,126878.89999996791,52,0
1900,126878.89999996791,41,0
1900,126878.89999996791,41,0
1900,126878.89999996791,38,1
1900,126878.89999996791,47,1
1900,126878.89999996791,34,1
1900,126878.89999996791,45,0
1900,126878.89999996791,32,1
1900,126878.89999996791,34,1
1900,126878.89999996791,46,0
1900,126878.89999996791,33,0
1900,126878.89999996791,33,1
1900,126878.89999996791,49,0
1900,126878.89999996791,36,0
1900,126878.89999996791,42,0
1900,126879.0999999679,52,0
1900,126879.0999999679,42,0
1900,126879.0999999679,42,0
1900,126879.0999999679,43,1
1900,126879.0999999679,42,1
1900,126879.0999999679,44,0
1900,126879.0999999679,26,1
1900,126879.0999999679,41,1
1900,126879.0999999679,43,0
1900,126879.0999999679,37,0
1900,126879.0999999679,32,1
1900,126879.0999999679,48,0
1900,126879.0999999679,36,0
1900,126879.0999999679,40,0
1900,126879.2999999679,52,0
1900,126879.2999999679,41,0
1900,126879.2999999679,43,0
1900,126879.2999999679,40,1
1900,126879.2999999679,42,0
1900,126879.2999999679,34,1
1900,126879.2999999679,46,0
1900,126879.2999999679,27,1
1900,126879.2999999679,42,1
1900,126879.2999999679,42,0
1900,126879.2999999679,36,0
1900,126879.2999999679,32,1
1900,126879.2999999679,48,0
1900,126879.2999999679,38,0
1900,126879.2999999679,34,1
1900,126879.4999999679,52,0
1900,126879.4999999679,41,0
1900,126879.4999999679,43,0
1900,126879.4999999679,41,1
1900,126879.4999999679,42,0
1900,126879.4999999679,34,1
1900,126879.4999999679,46,0
1900,126879.4999999679,32,1
1900,126879.4999999679,43,1
1900,126879.4999999679,38,0
1900,126879.4999999679,36,0
1900,126879.4999999679,35,1
1900,126879.4999999679,28,1
1900,126879.4999999679,47,0
1900,126879.4999999679,38,0
1900,126879.4999999679,40,1
1900,126879.69999996791,51,0
1900,126879.69999996791,41,0
1900,126879.69999996791,43,0
1900,126879.69999996791,41,1
1900,126879.69999996791,44,0
1900,126879.69999996791,46,0
1900,126879.69999996791,32,1
1900,126879.69999996791,33,1
1900,126879.69999996791,37,1
1900,126879.69999996791,38,0
1900,126879.69999996791,33,0
1900,126879.69999996791,49,0
1900,126879.69999996791,38,0
1900,126879.69999996791,40,1
1900,126879.89999996789,52,0
1900,126879.89999996789,40,0
1900,126879.89999996789,43,0
1900,126879.89999996789,36,1
1900,126879.89999996789,43,0
1900,126879.89999996789,29,1
1900,126879.89999996789,45,0
1900,126879.89999996789,32,1
1900,126879.89999996789,37,1
1900,126879.89999996789,36,0
1900,126879.89999996789,37,0
1900,126879.89999996789,32,1
1900,126879.89999996789,32,1
1900,126879.89999996789,48,0
1900,126879.89999996789,38,0
1900,126879.89999996789,37,1
1900,126880.09999996789,51,0
1900,126880.09999996789,41,0
1900,126880.09999996789,41,0
1900,126880.09999996789,36,1
1900,126880.09999996789,44,1
1900,126880.09999996789,47,0
1900,126880.09999996789,32,1
1900,126880.09999996789,43,1
1900,126880.09999996789,43,0
1900,126880.09999996789,41,0
1900,126880.09999996789,32,1
1900,126880.09999996789,48,0
1900,126880.09999996789,40,1
1900,126880.09999996789,31,1
1900,126880.29999996789,52,0
1900,126880.29999996789,40,0
1900,126880.29999996789,42,0
1900,126880.29999996789,38,1
1900,126880.29999996789,42,1
1900,126880.29999996789,33,1
1900,126880.29999996789,47,0
1900,126880.29999996789,32,1
1900,126880.29999996789,33,1
1900,126880.29999996789,46,1
1900,126880.29999996789,43,0
1900,126880.29999996789,37,0
1900,126880.29999996789,32,1
1900,126880.29999996789,48,0
1900,126880.29999996789,38,1
1900,126880.29999996789,41,1
1900,126880.49999996788,52,0
1900,126880.49999996788,40,0
1900,126880.49999996788,43,0
1900,126880.49999996788,33,1
1900,126880.49999996788,39,1
1900,126880.49999996788,29,1
1900,126880.49999996788,47,0
1900,126880.49999996788,27,1
1900,126880.49999996788,40,1
1900,126880.49999996788,35,0
1900,126880.49999996788,35,0
1900,126880.49999996788,32,1
1900,126880.49999996788,28,1
1900,126880.49999996788,49,0
1900,126880.49999996788,36,1
1900,126880.49999996788,44,0
1900,126880.69999996788,51,0
1900,126880.69999996788,39,0
1900,126880.69999996788,41,0
1900,126880.69999996788,34,1
1900,126880.69999996788,45,1
1900,126880.69999996788,46,0
1900,126880.69999996788,32,1
1900,126880.69999996788,33,1
1900,126880.69999996788,35,1
1900,126880.69999996788,38,0
1900,126880.69999996788,39,0
1900,126880.69999996788,49,0
1900,126880.69999996788,36,1
1900,126880.69999996788,43,0
1900,126880.89999996788,52,0
1900,126880.89999996788,40,0
1900,126880.89999996788,41,0
1900,126880.89999996788,31,1
1900,126880.89999996788,42,1
1900,126880.89999996788,32,1
1900,126880.89999996788,45,0
1900,126880.89999996788,35,1
1900,126880.89999996788,33,1
1900,126880.89999996788,42,1
1900,126880.89999996788,42,0
1900,126880.89999996788,31,0
1900,126880.89999996788,36,1
1900,126880.89999996788,29,1
1900,126880.89999996788,49,0
1900,126880.89999996788,35,1
1900,126880.89999996788,39,0
1900,126881.19999996788,52,0
1900,126881.19999996788,39,0
1900,126881.19999996788,44,0
1900,126881.19999996788,35,1
1900,126881.19999996788,43,1
1900,126881.19999996788,45,0
1900,126881.19999996788,31,1
1900,126881.19999996788,42,1
1900,126881.19999996788,38,1
1900,126881.19999996788,32,0
1900,126881.19999996788,32,1
1900,126881.19999996788,29,1
1900,126881.19999996788,48,0
1900,126881.19999996788,37,1
1900,126881.19999996788,35,0
1900,126881.39999996788,52,0
1900,126881.39999996788,40,0
1900,126881.39999996788,42,0
1900,126881.39999996788,35,1
1900,126881.39999996788,43,1
1900,126881.39999996788,32,1
1900,126881.39999996788,46,0
1900,126881.39999996788,34,1
1900,126881.39999996788,44,1
1900,126881.39999996788,36,1
1900,126881.39999996788,32,0
1900,126881.39999996788,37,1
1900,126881.39999996788,48,0
1900,126881.39999996788,36,1
1900,126881.39999996788,40,0
1900,126881.59999996788,51,0
1900,126881.59999996788,41,0
1900,126881.59999996788,43,0
1900,126881.59999996788,41,1
1900,126881.59999996788,46,0
1900,126881.59999996788,30,1
1900,126881.59999996788,38,1
1900,126881.59999996788,40,1
1900,126881.59999996788,35,0
1900,126881.59999996788,35,1
1900,126881.59999996788,33,1
1900,126881.59999996788,48,0
1900,126881.59999996788,42,1
1900,126881.59999996788,42,1
1900,126881.79999996787,52,0
1900,126881.79999996787,40,0
1900,126881.79999996787,43,0
1900,126881.79999996787,41,1
1900,126881.79999996787,32,1
1900,126881.79999996787,44,0
1900,126881.79999996787,30,1
1900,126881.79999996787,38,1
1900,126881.79999996787,36,1
1900,126881.79999996787,35,0
1900,126881.79999996787,35,1
1900,126881.79999996787,34,1
1900,126881.79999996787,48,0
1900,126881.79999996787,37,1
1900,126881.79999996787,36,1
1900,126881.99999996787,52,0
1900,126881.99999996787,40,0
1900,126881.99999996787,43,0
1900,126881.99999996787,43,1
1900,126881.99999996787,32,1
1900,126881.99999996787,45,0
1900,126881.99999996787,30,1
1900,126881.99999996787,39,1
1900,126881.99999996787,37,1
1900,126881.99999996787,32,0
1900,126881.99999996787,34,1
1900,126881.99999996787,33,1
1900,126881.99999996787,48,0
1900,126881.99999996787,37,1
1900,126881.99999996787,35,1
1900,126882.19999996787,52,0
1900,126882.19999996787,40,0
1900,126882.19999996787,37,0
1900,126882.19999996787,35,1
1900,126882.19999996787,35,1
1900,126882.19999996787,46,0
1900,126882.19999996787,30,1
1900,126882.19999996787,36,1
1900,126882.19999996787,35,1
1900,126882.19999996787,31,0
1900,126882.19999996787,34,1
1900,126882.19999996787,36,1
1900,126882.19999996787,48,0
1900,126882.19999996787,37,1
1900,126882.19999996787,43,1
1900,126882.39999996786,53,0
1900,126882.39999996786,39,0
1900,126882.39999996786,41,0
1900,126882.39999996786,40,1
1900,126882.39999996786,32,1
1900,126882.39999996786,46,0
1900,126882.39999996786,30,1
1900,126882.39999996786,40,1
1900,126882.39999996786,37,1
1900,126882.39999996786,32,0
1900,126882.39999996786,37,1
1900,126882.39999996786,48,0
1900,126882.39999996786,36,1
1900,126882.39999996786,42,1
1900,126882.59999996786,52,0
1900,126882.59999996786,39,0
1900,126882.59999996786,36,0
1900,126882.59999996786,35,1
1900,126882.59999996786,37,1
1900,126882.59999996786,46,0
1900,126882.59999996786,30,1
1900,126882.59999996786,38,1
1900,126882.59999996786,37,1
1900,126882.59999996786,34,1
1900,126882.59999996786,34,1
1900,126882.59999996786,34,1
1900,126882.59999996786,48,0
1900,126882.59999996786,32,1
1900,126882.59999996786,44,1
1900,126882.79999996786,52,0
1900,126882.79999996786,38,0
1900,126882.79999996786,39,0
1900,126882.79999996786,43,1
1900,126882.79999996786,41,1
1900,126882.79999996786,32,1
1900,126882.79999996786,44,0
1900,126882.79999996786,30,1
1900,126882.79999996786,40,1
1900,126882.79999996786,34,1
1900,126882.79999996786,30,1
1900,126882.79999996786,37,1
1900,126882.79999996786,34,1
1900,126882.79999996786,48,0
1900,126882.79999996786,35,1
1900,126882.79999996786,39,1
1900,126882.99999996786,52,0
1900,126882.99999996786,40,0
1900,126882.99999996786,34,0
1900,126882.99999996786,41,1
1900,126882.99999996786,40,1
1900,126882.99999996786,32,1
1900,126882.99999996786,45,0
1900,126882.99999996786,30,1
1900,126882.99999996786,38,1
1900,126882.99999996786,34,1
1900,126882.99999996786,30,1
1900,126882.99999996786,34,1
1900,126882.99999996786,34,1
1900,126882.99999996786,47,0
1900,126882.99999996786,37,1
1900,126882.99999996786,41,1
1900,126883.19999996785,52,0
1900,126883.19999996785,38,0
1900,126883.19999996785,37,1
1900,126883.19999996785,40,1
1900,126883.19999996785,39,1
1900,126883.19999996785,32,1
1900,126883.19999996785,45,0
1900,126883.19999996785,31,1
1900,126883.19999996785,31,1
1900,126883.19999996785,41,1
1900,126883.19999996785,39,1
1900,126883.19999996785,30,1
1900,126883.19999996785,34,1
1900,126883.19999996785,36,1
1900,126883.19999996785,46,0
1900,126883.19999996785,37,0
1900,126883.19999996785,37,1
1900,126883.39999996785,52,0
1900,126883.39999996785,38,0
1900,126883.39999996785,35,1
1900,126883.39999996785,33,1
1900,126883.39999996785,42,1
1900,126883.39999996785,32,1
1900,126883.39999996785,45,0
1900,126883.39999996785,30,1
1900,126883.39999996785,37,0
1900,126883.39999996785,39,1
1900,126883.39999996785,30,1
1900,126883.39999996785,36,1
1900,126883.39999996785,29,1
1900,126883.39999996785,48,0
1900,126883.39999996785,35,0
1900,126883.39999996785,42,1
1900,126883.59999996785,51,0
1900,126883.59999996785,39,0
1900,126883.59999996785,35,1
1900,126883.59999996785,36,1
1900,126883.59999996785,38,1
1900,126883.59999996785,32,1
1900,126883.59999996785,47,0
1900,126883.59999996785,31,1
1900,126883.59999996785,38,0
1900,126883.59999996785,37,1
1900,126883.59999996785,30,1
1900,126883.59999996785,36,1
1900,126883.59999996785,48,0
1900,126883.59999996785,31,1
1900,126883.59999996785,38,1
1900,126883.79999996784,50,0
1900,126883.79999996784,40,0
1900,126883.79999996784,37,1
1900,126883.79999996784,36,1
1900,126883.79999996784,41,1
1900,126883.79999996784,46,0
1900,126883.79999996784,30,1
1900,126883.79999996784,39,1
1900,126883.79999996784,38,1
1900,126883.79999996784,29,0
1900,126883.79999996784,38,1
1900,126883.79999996784,48,0
1900,126883.79999996784,31,1
1900,126883.79999996784,36,1
1900,126883.99999996784,51,0
1900,126883.99999996784,40,0
1900,126883.99999996784,39,1
1900,126883.99999996784,39,1
1900,126883.99999996784,41,1
1900,126883.99999996784,46,0
1900,126883.99999996784,30,1
1900,126883.99999996784,39,1
1900,126883.99999996784,36,0
1900,126883.99999996784,29,0
1900,126883.99999996784,33,1
1900,126883.99999996784,47,0
1900,126883.99999996784,40,0
1900,126884.19999996784,51,0
1900,126884.19999996784,40,0
1900,126884.19999996784,42,1
1900,126884.19999996784,41,1
1900,126884.19999996784,39,1
1900,126884.19999996784,32,1
1900,126884.19999996784,45,0
1900,126884.19999996784,25,1
1900,126884.19999996784,41,1
1900,126884.19999996784,37,0
1900,126884.19999996784,33,1
1900,126884.19999996784,46,0
1900,126884.19999996784,17,1
1900,126884.19999996784,43,0
1900,126884.39999996783,52,0
1900,126884.39999996783,40,0
1900,126884.39999996783,33,1
1900,126884.39999996783,39,1
1900,126884.39999996783,40,1
1900,126884.39999996783,32,1
1900,126884.39999996783,44,0
1900,126884.39999996783,26,1
1900,126884.39999996783,44,1
1900,126884.39999996783,39,1
1900,126884.39999996783,36,1
1900,126884.39999996783,49,0
1900,126884.39999996783,18,1
1900,126884.39999996783,41,0
1900,126884.59999996783,51,0
1900,126884.59999996783,40,0
1900,126884.59999996783,41,1
1900,126884.59999996783,42,1
1900,126884.59999996783,38,0
1900,126884.59999996783,35,1
1900,126884.59999996783,46,0
1900,126884.59999996783,27,1
1900,126884.59999996783,43,1
1900,126884.59999996783,39,1
1900,126884.59999996783,37,1
1900,126884.59999996783,28,1
1900,126884.59999996783,48,0
1900,126884.59999996783,19,1
1900,126884.59999996783,31,1
1900,126884.59999996783,41,0
1900,126884.79999996783,51,0
1900,126884.79999996783,40,0
1900,126884.79999996783,38,1
1900,126884.79999996783,44,0
1900,126884.79999996783,36,0
1900,126884.79999996783,45,0
1900,126884.79999996783,31,1
1900,126884.79999996783,35,0
1900,126884.79999996783,37,1
1900,126884.79999996783,35,1
1900,126884.79999996783,28,1
1900,126884.79999996783,48,0
1900,126884.79999996783,18,1
1900,126884.79999996783,31,1
1900,126884.79999996783,39,1
1900,126884.99999996783,52,0
1900,126884.99999996783,40,0
1900,126884.99999996783,38,1
1900,126884.99999996783,37,0
1900,126884.99999996783,37,1
1900,126884.99999996783,26,1
1900,126884.99999996783,45,0
1900,126884.99999996783,26,1
1900,126884.99999996783,36,0
1900,126884.99999996783,40,1
1900,126884.99999996783,33,1
1900,126884.99999996783,32,1
1900,126884.99999996783,28,1
1900,126884.99999996783,48,0
1900,126884.99999996783,18,1
1900,126884.99999996783,34,1
1900,126884.99999996783,39,1
1900,126885.19999996782,51,0
1900,126885.19999996782,40,0
1900,126885.19999996782,41,1
1900,126885.19999996782,36,1
1900,126885.19999996782,40,1
1900,126885.19999996782,45,0
1900,126885.19999996782,32,1
1900,126885.19999996782,38,1
1900,126885.19999996782,41,1
1900,126885.19999996782,33,1
1900,126885.19999996782,32,0
1900,126885.19999996782,29,1
1900,126885.19999996782,46,0
1900,126885.19999996782,19,1
1900,126885.19999996782,30,1
1900,126885.19999996782,41,1
1900,126885.39999996782,52,0
1900,126885.39999996782,38,0
1900,126885.39999996782,39,1
1900,126885.39999996782,36,1
1900,126885.39999996782,42,1
1900,126885.39999996782,46,0
1900,126885.39999996782,27,1
1900,126885.39999996782,43,1
1900,126885.39999996782,41,1
1900,126885.39999996782,33,1
1900,126885.39999996782,34,0
1900,126885.39999996782,29,1
1900,126885.39999996782,47,0
1900,126885.39999996782,19,1
1900,126885.39999996782,34,1
1900,126885.39999996782,39,1
1900,126885.59999996782,51,0
1900,126885.59999996782,40,0
1900,126885.59999996782,36,1
1900,126885.59999996782,33,1
1900,126885.59999996782,42,1
1900,126885.59999996782,31,1
1900,126885.59999996782,45,0
1900,126885.59999996782,27,1
1900,126885.59999996782,38,1
1900,126885.59999996782,36,1
1900,126885.59999996782,33,1
1900,126885.59999996782,34,1
1900,126885.59999996782,29,1
1900,126885.59999996782,47,0
1900,126885.59999996782,19,1
1900,126885.59999996782,34,1
1900,126885.59999996782,39,1
1900,126885.79999996781,51,0
1900,126885.79999996781,40,0
1900,126885.79999996781,33,1
1900,126885.79999996781,36,1
1900,126885.79999996781,40,1
1900,126885.79999996781,31,1
1900,126885.79999996781,45,0
1900,126885.79999996781,32,1
1900,126885.79999996781,42,1
1900,126885.79999996781,36,1
1900,126885.79999996781,36,1
1900,126885.79999996781,31,1
1900,126885.79999996781,33,1
1900,126885.79999996781,46,0
1900,126885.79999996781,19,1
1900,126885.79999996781,30,1
1900,126885.79999996781,40,1
1900,126885.99999996781,51,0
1900,126885.99999996781,41,0
1900,126885.99999996781,36,1
1900,126885.99999996781,32,1
1900,126885.99999996781,43,1
1900,126885.99999996781,31,1
1900,126885.99999996781,45,0
1900,126885.99999996781,32,1
1900,126885.99999996781,45,1
1900,126885.99999996781,38,1
1900,126885.99999996781,33,1
1900,126885.99999996781,31,1
1900,126885.99999996781,36,1
1900,126885.99999996781,47,0
1900,126885.99999996781,20,1
1900,126885.99999996781,30,1
1900,126885.99999996781,39,1
1900,126886.19999996781,51,0
1900,126886.19999996781,41,0
1900,126886.19999996781,38,1
1900,126886.19999996781,30,1
1900,126886.19999996781,46,0
1900,126886.19999996781,34,1
1900,126886.19999996781,47,1
1900,126886.19999996781,40,1
1900,126886.19999996781,36,1
1900,126886.19999996781,34,1
1900,126886.19999996781,28,1
1900,126886.19999996781,47,0
1900,126886.19999996781,21,1
1900,126886.19999996781,34,1
1900,126886.19999996781,39,1
1900,126886.39999996781,52,0
1900,126886.39999996781,41,0
1900,126886.39999996781,38,1
1900,126886.39999996781,31,1
1900,126886.39999996781,46,0
1900,126886.39999996781,37,1
1900,126886.39999996781,45,0
1900,126886.39999996781,43,1
1900,126886.39999996781,36,1
1900,126886.39999996781,34,1
1900,126886.39999996781,48,0
1900,126886.39999996781,21,1
1900,126886.39999996781,34,1
1900,126886.39999996781,43,1
1900,126886.5999999678,51,0
1900,126886.5999999678,40,0
1900,126886.5999999678,35,1
1900,126886.5999999678,48,0
1900,126886.5999999678,39,1
1900,126886.5999999678,44,0
1900,126886.5999999678,39,1
1900,126886.5999999678,33,1
1900,126886.5999999678,28,1
1900,126886.5999999678,48,0
1900,126886.5999999678,21,1
1900,126886.5999999678,33,1
1900,126886.5999999678,41,1
1900,126886.7999999678,52,0
1900,126886.7999999678,40,0
1900,126886.7999999678,37,1
1900,126886.7999999678,31,1
1900,126886.7999999678,47,0
1900,126886.7999999678,36,1
1900,126886.7999999678,34,1
1900,126886.7999999678,45,0
1900,126886.7999999678,40,1
1900,126886.7999999678,33,1
1900,126886.7999999678,28,1
1900,126886.7999999678,48,0
1900,126886.7999999678,21,1
1900,126886.7999999678,33,1
1900,126886.7999999678,40,1
1900,126886.9999999678,52,0
1900,126886.9999999678,42,0
1900,126886.9999999678,40,1
1900,126886.9999999678,45,0
1900,126886.9999999678,33,1
1900,126886.9999999678,38,0
1900,126886.9999999678,36,1
1900,126886.9999999678,33,1
1900,126886.9999999678,28,1
1900,126886.9999999678,49,0
1900,126886.9999999678,21,1
1900,126886.9999999678,37,1
1900,126886.9999999678,38,1
1900,126887.19999996779,52,0
1900,126887.19999996779,40,0
1900,126887.19999996779,40,1
1900,126887.19999996779,44,1
1900,126887.19999996779,31,1
1900,126887.19999996779,44,0
1900,126887.19999996779,32,1
1900,126887.19999996779,38,0
1900,126887.19999996779,33,1
1900,126887.19999996779,35,1
1900,126887.19999996779,33,1
1900,126887.19999996779,32,1
1900,126887.19999996779,48,0
1900,126887.19999996779,21,1
1900,126887.19999996779,39,1
1900,126887.19999996779,32,1
1900,126887.39999996779,52,0
1900,126887.39999996779,40,0
1900,126887.39999996779,38,1
1900,126887.39999996779,36,1
1900,126887.39999996779,45,1
1900,126887.39999996779,31,1
1900,126887.39999996779,45,0
1900,126887.39999996779,38,1
1900,126887.39999996779,37,0
1900,126887.39999996779,29,1
1900,126887.39999996779,33,1
1900,126887.39999996779,48,0
1900,126887.39999996779,21,1
1900,126887.39999996779,34,1
1900,126887.39999996779,35,1
1900,126887.59999996779,52,0
1900,126887.59999996779,40,0
1900,126887.59999996779,39,1
1900,126887.59999996779,38,1
1900,126887.59999996779,44,1
1900,126887.59999996779,31,1
1900,126887.59999996779,46,0
1900,126887.59999996779,38,1
1900,126887.59999996779,31,0
1900,126887.59999996779,40,0
1900,126887.59999996779,33,1
1900,126887.59999996779,27,1
1900,126887.59999996779,48,0
1900,126887.59999996779,21,1
1900,126887.59999996779,34,1
1900,126887.59999996779,35,1
1900,126887.79999996779,52,0
1900,126887.79999996779,40,0
1900,126887.79999996779,35,1
1900,126887.79999996779,34,1
1900,126887.79999996779,40,1
1900,126887.79999996779,31,1
1900,126887.79999996779,45,0
1900,126887.79999996779,39,1
1900,126887.79999996779,38,0
1900,126887.79999996779,41,1
1900,126887.79999996779,33,1
1900,126887.79999996779,33,1
1900,126887.79999996779,48,0
1900,126887.79999996779,21,1
1900,126887.79999996779,37,1
1900,126887.79999996779,32,1
1900,126887.99999996778,52,0
1900,126887.99999996778,40,0
1900,126887.99999996778,35,1
1900,126887.99999996778,36,1
1900,126887.99999996778,47,1
1900,126887.99999996778,31,1
1900,126887.99999996778,44,0
1900,126887.99999996778,38,1
1900,126887.99999996778,43,0
1900,126887.99999996778,40,1
1900,126887.99999996778,33,1
1900,126887.99999996778,33,1
1900,126887.99999996778,36,1
1900,126887.99999996778,48,0
1900,126887.99999996778,38,0
1900,126887.99999996778,36,1
1900,126888.29999996779,51,0
1900,126888.29999996779,38,0
1900,126888.29999996779,35,1
1900,126888.29999996779,38,1
1900,126888.29999996779,40,1
1900,126888.29999996779,37,1
1900,126888.29999996779,44,0
1900,126888.29999996779,36,1
1900,126888.29999996779,42,0
1900,126888.29999996779,36,1
1900,126888.29999996779,33,0
1900,126888.29999996779,33,1
1900,126888.29999996779,28,1
1900,126888.29999996779,33,1
1900,126888.29999996779,48,0
1900,126888.29999996779,38,0
1900,126888.29999996779,38,1
1900,126888.49999996778,52,0
1900,126888.49999996778,40,0
1900,126888.49999996778,35,1
1900,126888.49999996778,36,1
1900,126888.49999996778,34,1
1900,126888.49999996778,33,1
1900,126888.49999996778,44,0
1900,126888.49999996778,41,1
1900,126888.49999996778,42,0
1900,126888.49999996778,38,1
1900,126888.49999996778,36,0
1900,126888.49999996778,33,0
1900,126888.49999996778,32,1
1900,126888.49999996778,33,1
1900,126888.49999996778,47,0
1900,126888.49999996778,42,0
1900,126888.49999996778,36,1
1900,126888.69999996778,51,0
1900,126888.69999996778,40,0
1900,126888.69999996778,35,1
1900,126888.69999996778,36,1
1900,126888.69999996778,37,1
1900,126888.69999996778,29,1
1900,126888.69999996778,44,0
1900,126888.69999996778,41,1
1900,126888.69999996778,41,0
1900,126888.69999996778,35,1
1900,126888.69999996778,33,0
1900,126888.69999996778,33,0
1900,126888.69999996778,32,1
1900,126888.69999996778,29,1
1900,126888.69999996778,48,0
1900,126888.69999996778,40,1
1900,126888.69999996778,38,1
1900,126888.89999996779,52,0
1900,126888.89999996779,42,0
1900,126888.89999996779,32,1
1900,126888.89999996779,35,1
1900,126888.89999996779,39,1
1900,126888.89999996779,34,1
1900,126888.89999996779,44,0
1900,126888.89999996779,35,1
1900,126888.89999996779,39,0
1900,126888.89999996779,38,1
1900,126888.89999996779,38,0
1900,126888.89999996779,33,0
1900,126888.89999996779,34,1
1900,126888.89999996779,48,0
1900,126888.89999996779,41,1
1900,126888.89999996779,37,1
1900,126889.09999996777,51,0
1900,126889.09999996777,40,0
1900,126889.09999996777,35,1
1900,126889.09999996777,27,1
1900,126889.09999996777,34,1
1900,126889.09999996777,34,1
1900,126889.09999996777,45,0
1900,126889.09999996777,38,1
1900,126889.09999996777,33,0
1900,126889.09999996777,36,1
1900,126889.09999996777,38,0
1900,126889.09999996777,33,0
1900,126889.09999996777,40,1
1900,126889.09999996777,48,0
1900,126889.09999996777,37,1
1900,126889.29999996777,52,0
1900,126889.29999996777,42,0
1900,126889.29999996777,41,1
1900,126889.29999996777,35,1
1900,126889.29999996777,37,1
1900,126889.29999996777,45,0
1900,126889.29999996777,36,1
1900,126889.29999996777,33,1
1900,126889.29999996777,34,1
1900,126889.29999996777,42,0
1900,126889.29999996777,33,0
1900,126889.29999996777,33,0
1900,126889.29999996777,47,0
1900,126889.29999996777,40,1
1900,126889.29999996777,43,1
1900,126889.49999996777,52,0
1900,126889.49999996777,39,0
1900,126889.49999996777,37,1
1900,126889.49999996777,41,1
1900,126889.49999996777,37,1
1900,126889.49999996777,45,0
1900,126889.49999996777,41,1
1900,126889.49999996777,36,1
1900,126889.49999996777,37,1
1900,126889.49999996777,40,1
1900,126889.49999996777,32,0
1900,126889.49999996777,39,0
1900,126889.49999996777,47,0
1900,126889.49999996777,48,1
1900,126889.69999996777,52,0
1900,126889.69999996777,39,0
